ts_dcs,day,shift,clinker_source,mill_feed_tph,mill_power_kW,mill_vibration_mm_s,separator_speed_rpm,reject_rate_pct,feed_moisture_pct,mill_outlet_temp_C,main_bearing_temp_C,mill_sound_dB,separator_current_A,gypsum_dosage_pct,baghouse_dp_kPa,ts_lab,blaine_fineness_cm2g,residue_45um_pct,strength_3d_MPa,strength_28d_MPa,cement_temperature_C,defect_grade
2025-11-02 16:16:50,33.0,3,A,143.7,3253.9,3.15,1015.2,23.49,2.02,101.9,64.7,71.5,184.8,5.52,2.219,2025-11-02 16:16:50,3606.0,8.66,16.44,40.09,108.5,A
2025-11-02 16:56:40,33.1,3,A,136.2,3202.0,3.552,985.7,24.25,2.07,103.7,61.9,58.3,185.3,3.65,2.192,2025-11-02 16:56:40,3438.0,7.87,16.73,41.57,108.5,A
2025-11-02 19:24:20,33.2,2,A,140.3,3230.8,3.295,1009.3,22.69,1.9,104.4,62.1,68.7,203.9,3.95,2.177,2025-11-02 19:24:20,3624.0,8.26,16.67,40.38,111.8,A
2025-11-02 22:04:40,33.3,3,A,146.8,3246.6,3.582,997.1,21.41,1.38,104.1,59.7,74.0,190.1,3.95,2.596,2025-11-02 22:04:40,3636.0,7.12,16.49,40.67,112.3,A
2025-11-02 22:58:20,33.3,3,A,135.3,3258.1,1.953,1004.2,26.72,1.92,103.1,63.1,64.8,194.4,5.0,2.549,2025-11-02 22:58:20,3616.0,8.15,17.08,40.54,109.5,A
2025-11-03 04:15:20,33.5,2,A,136.2,3203.0,2.846,1015.4,23.31,1.67,102.1,63.5,62.0,194.9,5.13,2.7,2025-11-03 04:15:20,3618.0,9.22,17.22,40.34,109.8,A
2025-11-03 16:01:40,34.0,3,A,143.5,3190.1,3.332,1018.5,23.4,1.39,101.3,61.4,65.3,195.6,4.27,2.751,2025-11-03 16:01:40,3627.0,8.31,17.11,40.35,105.4,A
2025-11-03 19:33:50,34.2,2,A,142.9,3200.9,3.385,1025.7,24.64,1.39,104.9,65.7,63.1,195.5,3.42,2.195,2025-11-03 19:33:50,3618.0,9.1,17.43,41.07,109.5,A
2025-11-03 23:26:20,34.3,1,A,139.7,3213.1,3.895,1027.5,23.01,1.84,103.4,62.6,60.9,192.3,4.76,2.156,2025-11-03 23:26:20,3560.0,8.9,17.7,40.65,110.2,A
2025-11-04 07:27:00,34.6,2,A,138.4,3188.3,3.195,1028.6,24.74,1.4,104.3,67.7,53.0,194.2,4.35,1.791,2025-11-04 07:27:00,3628.0,8.02,16.72,39.17,107.0,A
2025-11-04 07:59:00,34.7,3,A,139.9,3181.1,3.098,1037.9,22.83,1.1,106.8,65.6,68.2,201.8,3.09,2.054,2025-11-04 07:59:00,3629.0,8.21,17.49,41.26,113.0,A
2025-11-04 09:02:40,34.7,2,A,136.7,3171.5,3.608,1010.0,27.95,0.85,104.9,66.0,60.3,184.3,4.53,2.192,2025-11-04 09:02:40,3592.0,8.13,17.49,41.16,111.8,A
2025-11-04 10:05:30,34.8,3,A,143.5,3175.1,2.847,1005.2,24.98,1.06,103.8,64.1,66.6,204.4,2.94,2.36,2025-11-04 10:05:30,3591.0,8.69,16.75,39.84,107.8,A
2025-11-04 11:01:10,34.8,2,A,141.0,3260.4,3.94,1021.1,24.52,1.37,103.7,65.2,63.0,196.2,3.22,2.314,2025-11-04 11:01:10,3623.0,8.59,17.53,39.96,110.3,A
2025-11-04 16:27:50,35.0,2,A,137.6,3241.4,4.113,1007.6,22.53,0.95,105.4,69.3,68.9,196.8,4.71,1.988,2025-11-04 16:27:50,3585.0,7.46,17.99,41.08,110.3,A
2025-11-04 16:53:30,35.0,2,A,147.6,3191.6,3.17,1018.6,24.14,0.53,106.2,63.9,64.4,198.2,5.07,2.21,2025-11-04 16:53:30,3547.0,8.57,16.66,39.89,111.8,A
2025-11-05 08:31:30,35.7,3,A,138.4,3185.6,3.702,1030.6,23.54,0.73,104.4,67.2,67.9,196.9,3.08,2.399,2025-11-05 08:31:30,3499.0,8.41,17.02,40.26,111.3,B
2025-11-05 10:35:00,35.8,2,A,134.7,3210.0,3.05,1029.0,24.78,0.76,105.8,65.4,64.0,204.5,3.23,2.486,2025-11-05 10:35:00,3508.0,8.56,17.67,39.53,110.6,A
2025-11-05 13:11:10,35.9,1,A,139.7,3189.3,3.891,1029.0,24.24,1.46,106.2,67.4,53.9,200.0,3.87,2.322,2025-11-05 13:11:10,3560.0,8.7,16.43,40.07,112.2,A
2025-11-05 14:49:30,35.9,3,A,139.4,3125.7,3.591,1020.6,24.26,0.9,105.3,67.8,64.0,193.4,5.36,2.141,2025-11-05 14:49:30,3550.0,8.61,16.11,39.39,115.1,A
2025-11-05 15:13:50,35.9,1,A,147.2,3199.0,3.529,1004.0,23.53,0.93,98.2,69.7,64.6,198.0,5.54,2.485,2025-11-05 15:13:50,3582.0,8.91,16.98,40.19,103.2,A
2025-11-05 16:03:50,36.0,2,A,143.9,3186.4,3.637,1046.3,24.45,0.98,102.8,68.1,57.3,191.7,3.5,2.59,2025-11-05 16:03:50,3581.0,9.12,16.68,39.94,108.1,A
2025-11-05 18:11:50,36.1,3,A,141.5,3211.9,4.013,1005.0,23.86,1.11,104.4,64.6,62.7,192.4,5.89,1.753,2025-11-05 18:11:50,3557.0,9.27,16.71,40.88,106.6,A
2025-11-05 19:55:10,36.1,1,A,154.5,3187.5,3.624,1033.9,24.17,0.65,107.6,69.2,56.1,191.3,4.46,1.964,2025-11-05 19:55:10,3577.0,9.43,17.17,39.51,112.9,A
2025-11-05 22:10:30,36.2,3,A,140.9,3172.0,3.634,1033.0,23.76,0.78,109.6,68.1,58.1,193.7,5.06,2.214,2025-11-05 22:10:30,3531.0,8.16,17.01,40.07,114.3,A
2025-11-06 00:51:20,36.3,3,A,136.5,3239.9,3.733,1047.7,25.48,0.72,108.5,67.0,63.3,190.0,4.72,1.861,2025-11-06 00:51:20,3670.0,8.73,17.15,39.39,114.2,A
2025-11-06 01:01:20,36.3,2,A,141.4,3176.8,3.208,1028.0,24.19,0.44,108.0,69.5,60.8,190.9,3.43,2.394,2025-11-06 01:01:20,3497.0,8.98,15.83,40.18,112.4,B
2025-11-06 02:00:40,36.4,1,A,133.4,3172.0,3.959,1034.8,24.52,0.88,108.3,67.3,50.7,195.5,4.48,2.542,2025-11-06 02:00:40,3586.0,8.78,17.27,40.59,117.1,A
2025-11-06 03:59:40,36.5,1,A,140.5,3179.8,3.491,1025.8,22.93,1.07,108.9,69.0,64.1,201.5,4.24,2.286,2025-11-06 03:59:40,3662.0,8.99,17.38,39.91,116.1,A
2025-11-06 04:38:00,36.5,1,A,135.7,3119.7,4.204,1024.6,25.52,0.41,106.2,71.4,61.7,193.5,5.37,2.858,2025-11-06 04:38:00,3726.0,8.54,17.05,39.76,110.6,A
2025-11-06 05:19:00,36.5,1,A,137.4,3167.9,2.874,1025.3,18.83,1.09,104.4,66.9,57.2,196.9,3.78,1.949,2025-11-06 05:19:00,3382.0,8.78,17.08,40.12,110.4,B
2025-11-06 09:06:30,36.7,3,A,146.8,3115.1,3.796,1026.6,20.11,0.95,107.9,67.4,57.9,196.7,5.77,2.414,2025-11-06 09:06:30,3601.0,9.33,16.93,40.43,113.9,A
2025-11-06 09:37:30,36.7,2,A,136.1,3195.0,4.23,1024.1,22.83,0.46,111.7,68.6,64.8,193.3,4.36,1.899,2025-11-06 09:37:30,3544.0,8.23,15.77,40.12,118.9,A
2025-11-06 10:46:00,36.7,3,A,141.9,3194.4,3.829,995.7,23.52,0.96,106.5,69.7,56.9,199.1,4.15,2.249,2025-11-06 10:46:00,3592.0,7.93,17.55,39.67,115.0,A
2025-11-06 11:29:10,36.8,1,A,140.5,3177.5,3.099,1010.4,23.01,0.97,105.4,68.9,55.9,193.2,3.82,2.435,2025-11-06 11:29:10,3618.0,9.22,16.61,40.01,107.1,A
2025-11-06 15:28:50,36.9,2,A,142.7,3183.5,4.164,1037.8,22.77,0.76,105.6,67.8,63.9,202.2,4.13,2.197,2025-11-06 15:28:50,3589.0,9.68,16.9,39.58,108.1,A
2025-11-06 18:10:40,37.0,2,A,133.8,3163.3,3.602,1036.1,24.41,0.54,108.6,65.4,60.2,201.5,3.6,1.818,2025-11-06 18:10:40,3532.0,8.79,16.75,39.52,115.4,A
2025-11-06 22:02:30,37.2,3,A,141.6,3295.1,3.577,1032.4,26.93,0.78,105.9,67.2,66.7,195.7,5.96,1.938,2025-11-06 22:02:30,3570.0,10.74,16.19,40.34,111.6,A
2025-11-07 01:11:20,37.3,2,A,140.6,3175.1,3.286,1021.1,25.15,0.51,107.1,65.2,54.4,191.8,3.58,1.747,2025-11-07 01:11:20,3650.0,11.62,18.2,40.0,113.5,A
2025-11-07 02:45:50,37.4,3,A,138.1,3187.2,3.45,1031.9,24.84,0.4,108.5,52.8,60.1,199.2,5.39,2.384,2025-11-07 02:45:50,3572.0,8.72,16.98,39.87,114.3,A
2025-11-07 07:51:50,37.6,1,B,139.7,3300.6,3.574,1042.6,25.18,0.4,106.9,66.3,62.9,188.2,4.56,1.713,2025-11-07 07:51:50,3526.0,10.11,15.84,38.25,113.6,A
2025-11-07 11:30:40,37.8,3,B,144.1,3261.7,3.627,1028.2,23.05,0.45,105.4,65.1,50.6,197.4,5.53,2.112,2025-11-07 11:30:40,3527.0,10.2,16.29,39.23,112.2,A
2025-11-07 13:38:10,37.8,3,B,134.3,3251.8,3.93,1027.4,24.8,0.49,107.7,66.1,53.9,204.5,5.4,1.939,2025-11-07 13:38:10,3525.0,9.5,15.28,38.97,114.6,A
2025-11-07 18:59:00,38.1,2,B,138.1,3290.9,2.945,1040.8,23.59,0.43,107.8,63.4,57.5,197.1,3.32,2.592,2025-11-07 18:59:00,3618.0,8.16,16.2,38.4,112.2,A
2025-11-07 21:22:10,38.2,1,B,146.2,3275.5,4.013,1031.2,21.94,0.4,103.2,65.1,61.0,195.8,5.05,1.935,2025-11-07 21:22:10,3507.0,10.73,16.0,38.89,107.3,A
2025-11-08 06:08:10,38.5,1,B,140.2,3244.6,4.548,1047.2,24.77,0.47,104.3,66.3,60.8,195.6,6.32,2.223,2025-11-08 06:08:10,3526.0,8.89,15.93,38.23,108.8,B
2025-11-08 07:27:30,38.6,3,B,147.0,3300.2,3.505,1037.0,21.47,0.42,104.7,62.4,58.3,202.4,4.74,1.96,2025-11-08 07:27:30,3575.0,10.25,15.66,37.49,111.2,A
2025-11-08 08:47:20,38.6,1,B,137.6,3277.1,3.468,1018.0,20.18,0.4,106.9,64.2,55.3,189.4,4.13,2.359,2025-11-08 08:47:20,3526.0,10.34,16.07,38.39,112.0,A
2025-11-08 11:25:10,38.7,2,B,145.6,3259.1,3.629,1024.3,20.9,0.69,107.1,65.4,53.6,201.1,5.3,2.32,2025-11-08 11:25:10,3576.0,9.92,15.86,39.14,113.1,A
2025-11-08 18:59:20,39.0,2,B,142.4,3266.5,4.606,1033.0,26.93,0.4,105.1,62.0,59.4,198.2,5.96,2.275,2025-11-08 18:59:20,3553.0,9.68,15.84,39.05,107.8,B
2025-11-08 21:07:00,39.1,3,B,146.0,3222.2,3.615,1036.3,24.05,0.4,102.0,65.7,60.7,201.1,4.05,1.609,2025-11-08 21:07:00,3552.0,9.06,15.94,38.52,109.6,A
2025-11-08 22:02:30,39.2,1,B,135.4,3238.1,4.298,1050.0,23.04,0.52,103.8,63.3,59.0,205.4,4.58,2.571,2025-11-08 22:02:30,3293.0,10.27,15.62,39.07,110.2,B
2025-11-09 01:43:00,39.3,3,B,148.4,3250.4,4.393,1024.9,26.11,0.4,103.8,62.0,55.5,204.1,3.17,2.01,2025-11-09 01:43:00,3500.0,9.6,14.88,38.32,109.6,B
2025-11-09 07:14:10,39.5,1,B,139.1,3294.1,3.808,1048.9,26.91,0.57,100.6,58.1,58.7,186.0,3.66,2.582,2025-11-09 07:14:10,3568.0,11.58,14.93,38.23,105.7,A
2025-11-09 08:47:30,39.6,3,B,140.1,3251.0,4.127,1044.5,24.21,0.69,101.3,62.0,55.7,192.1,3.49,2.253,2025-11-09 08:47:30,3441.0,10.77,16.0,38.21,106.6,B
2025-11-09 08:58:10,39.6,1,B,138.4,3297.8,3.256,1016.3,25.93,0.4,101.1,62.1,55.5,187.8,4.95,1.715,2025-11-09 08:58:10,3491.0,8.8,16.02,39.74,107.4,B
2025-11-09 13:05:00,39.8,3,B,139.5,3191.5,3.929,1071.4,27.6,0.55,100.9,55.3,51.6,202.4,2.4,2.691,2025-11-09 13:05:00,3497.0,10.28,11.0,38.81,109.5,B
2025-11-09 15:54:10,39.9,3,B,142.3,3294.7,3.845,1045.8,24.29,0.47,100.6,63.0,63.6,200.6,4.76,2.247,2025-11-09 15:54:10,3558.0,10.41,16.29,38.75,105.1,A
2025-11-09 17:42:30,40.0,3,B,141.5,3294.4,3.964,1035.3,24.48,0.4,102.8,61.4,59.4,199.9,3.9,1.716,2025-11-09 17:42:30,3512.0,12.08,15.6,39.38,108.2,B
2025-11-10 01:05:20,40.3,3,B,142.8,3225.6,3.735,1028.1,23.03,0.55,102.1,59.8,62.0,199.5,3.26,2.624,2025-11-10 01:05:20,3564.0,11.11,15.58,38.75,108.5,A
2025-11-10 01:13:40,40.3,2,B,142.2,3257.7,4.058,1043.2,25.54,0.69,100.2,57.9,59.6,205.0,2.97,2.2,2025-11-10 01:13:40,3556.0,10.4,14.56,37.93,107.2,A
2025-11-10 03:43:10,40.4,1,B,144.3,3220.8,3.496,1055.7,26.56,0.46,102.3,61.4,66.9,202.1,5.12,2.067,2025-11-10 03:43:10,3570.0,10.52,15.47,36.86,106.7,A
2025-11-10 06:34:20,40.5,3,B,140.1,3262.1,3.824,1040.6,27.58,0.75,106.4,62.7,60.7,194.1,4.15,1.937,2025-11-10 06:34:20,3552.0,10.53,15.94,39.02,114.1,A
2025-11-10 07:14:00,40.5,1,B,137.6,3228.7,3.834,1063.4,25.51,0.4,104.2,60.5,60.8,194.3,3.86,1.914,2025-11-10 07:14:00,3534.0,10.8,15.11,38.42,109.7,A
2025-11-10 12:12:10,40.7,3,B,133.0,3235.7,2.768,1062.6,25.09,1.18,101.3,60.6,51.3,203.0,4.6,2.139,2025-11-10 12:12:10,3555.0,10.62,15.73,37.94,110.4,A
2025-11-10 18:42:30,41.0,3,B,144.5,3263.4,4.534,1045.1,27.52,0.65,100.1,59.3,57.1,195.0,5.06,2.042,2025-11-10 18:42:30,3527.0,10.84,15.68,38.58,104.2,B
2025-11-10 19:43:30,41.0,1,B,138.5,3227.9,4.182,1054.7,24.25,0.8,102.8,62.7,50.9,196.2,3.62,2.527,2025-11-10 19:43:30,3486.0,10.74,16.12,37.72,106.7,B
2025-11-10 21:00:20,41.1,2,B,140.5,3335.7,3.711,1045.1,26.92,1.05,102.5,59.8,59.0,203.9,3.86,2.182,2025-11-10 21:00:20,3385.0,12.68,15.73,38.63,108.0,B
2025-11-10 23:55:30,41.2,1,B,147.9,3219.2,3.741,1037.2,26.34,0.75,103.1,61.1,59.7,199.0,3.66,1.784,2025-11-10 23:55:30,3636.0,11.13,16.08,38.07,108.4,A
2025-11-11 00:25:50,41.2,3,B,148.4,3222.5,3.446,1031.8,27.11,0.69,102.3,62.4,59.8,192.2,5.05,2.083,2025-11-11 00:25:50,3462.0,10.37,16.79,38.38,109.1,B
2025-11-11 01:27:30,41.3,2,B,141.0,3267.5,4.976,1058.6,28.14,0.78,103.8,60.2,60.6,199.1,5.88,2.225,2025-11-11 01:27:30,3384.0,10.51,15.52,37.98,109.8,B
2025-11-11 04:10:50,41.4,2,B,133.8,3212.5,4.184,1052.2,23.96,1.01,102.5,61.8,60.9,201.5,5.39,2.455,2025-11-11 04:10:50,3606.0,10.61,15.99,38.75,109.3,A
2025-11-11 04:49:00,41.4,1,B,134.3,3225.7,4.128,1062.2,25.38,1.25,104.5,62.1,57.1,194.4,4.96,1.538,2025-11-11 04:49:00,3535.0,10.18,16.73,37.73,108.4,A
2025-11-11 05:39:50,41.4,1,B,137.4,3235.2,4.378,1060.1,25.95,0.83,105.2,60.6,60.7,204.2,4.44,2.318,2025-11-11 05:39:50,3513.0,9.96,15.23,37.94,110.9,A
2025-11-11 08:51:40,41.6,2,B,137.4,3205.5,3.53,1054.6,25.33,0.98,101.9,62.6,59.5,210.8,4.31,2.026,2025-11-11 08:51:40,3481.0,10.35,15.74,37.56,109.6,B
2025-11-11 13:19:40,41.7,3,B,144.3,3215.8,2.785,1049.9,22.48,0.96,101.1,62.7,58.0,200.6,4.7,2.088,2025-11-11 13:19:40,3501.0,10.57,15.68,37.62,106.6,A
2025-11-11 16:34:50,41.9,2,B,149.2,3186.5,3.349,1057.6,27.22,1.38,106.4,61.2,57.2,192.8,5.22,1.953,2025-11-11 16:34:50,3528.0,10.53,15.66,38.57,113.9,A
2025-11-11 19:26:50,42.0,3,B,139.9,3235.3,3.194,1051.9,24.88,1.24,105.0,63.3,58.6,202.5,4.61,1.812,2025-11-11 19:26:50,3508.0,10.33,14.74,38.97,123.5,A
2025-11-11 19:53:20,42.0,3,B,136.5,3226.3,4.47,1061.1,27.12,1.04,101.2,60.7,53.7,206.0,4.22,2.225,2025-11-11 19:53:20,3494.0,10.75,16.03,36.13,107.8,B
2025-11-11 20:11:30,42.0,2,B,133.2,3227.1,3.134,1064.4,25.22,1.08,106.8,65.6,65.4,194.8,3.71,1.878,2025-11-11 20:11:30,3507.0,11.07,15.66,38.17,115.7,A
2025-11-12 05:21:50,42.4,1,B,137.2,3234.6,4.305,1048.9,26.41,1.44,105.0,63.6,59.0,193.4,3.41,1.666,2025-11-12 05:21:50,3522.0,10.44,15.23,37.35,110.5,A
2025-11-12 06:15:50,42.4,1,B,133.3,3185.5,4.537,1051.2,26.39,1.35,106.2,64.1,57.8,202.1,4.09,2.034,2025-11-12 06:15:50,3473.0,10.48,15.56,38.93,113.2,B
2025-11-12 07:44:20,42.5,2,B,135.2,3200.3,4.064,1033.1,27.32,1.53,103.7,64.4,53.7,198.1,3.96,2.408,2025-11-12 07:44:20,3511.0,10.73,15.67,38.38,109.9,A
2025-11-12 09:04:20,42.5,2,B,153.6,3139.1,4.054,1064.0,25.23,1.44,104.9,66.4,63.8,194.6,3.42,1.882,2025-11-12 09:04:20,3475.0,10.87,16.09,38.61,110.6,B
2025-11-12 14:06:50,42.8,3,B,141.3,3202.3,3.898,1071.4,25.57,1.23,108.8,63.2,50.0,201.5,5.26,1.269,2025-11-12 14:06:50,3513.0,11.13,15.73,38.56,113.8,A
2025-11-12 19:28:40,43.0,2,B,133.8,3227.4,4.513,1051.8,30.27,1.64,106.3,65.5,62.4,199.6,4.51,2.24,2025-11-12 19:28:40,3439.0,10.94,15.77,37.5,111.7,B
2025-11-12 20:18:10,43.0,2,B,132.1,3192.8,3.628,1062.8,25.33,1.49,105.1,65.9,55.1,201.5,4.94,2.283,2025-11-12 20:18:10,3416.0,10.7,14.99,39.12,114.0,B
2025-11-12 20:22:10,43.0,1,B,141.8,3188.7,4.028,1051.3,28.7,1.78,106.8,64.0,48.1,197.7,5.42,2.047,2025-11-12 20:22:10,3555.0,11.01,15.64,37.22,114.9,A
2025-11-12 21:11:50,43.0,3,B,142.7,3245.5,4.215,1049.7,25.19,1.67,108.6,71.6,59.6,205.5,4.95,2.026,2025-11-12 21:11:50,3557.0,10.99,15.51,40.33,117.1,A
2025-11-12 21:17:40,43.0,1,B,131.6,3228.7,4.239,1048.9,27.93,1.64,106.6,64.7,61.6,202.5,4.3,1.929,2025-11-12 21:17:40,3527.0,11.17,14.83,38.35,113.4,A
2025-11-13 01:46:50,43.2,1,B,141.9,3229.7,4.113,1043.3,27.97,1.49,103.8,63.0,63.7,211.5,4.62,1.689,2025-11-13 01:46:50,3483.0,10.48,15.57,39.34,105.9,B
2025-11-13 03:11:40,43.3,3,B,140.4,3194.8,3.574,1063.2,26.51,1.65,105.0,67.9,59.8,198.8,3.38,1.743,2025-11-13 03:11:40,3480.0,10.37,15.75,38.09,112.3,B
2025-11-13 03:21:30,43.3,1,B,144.1,3241.8,3.561,1070.3,27.26,1.84,106.7,75.9,57.2,201.2,3.67,1.602,2025-11-13 03:21:30,3499.0,11.02,14.15,37.94,115.2,B
2025-11-13 05:22:00,43.4,1,B,133.9,3204.4,3.303,1055.0,25.68,1.72,107.5,66.8,59.1,203.1,4.07,1.572,2025-11-13 05:22:00,4200.0,11.9,15.66,36.29,111.8,A
2025-11-13 07:13:40,43.4,1,B,136.9,3168.3,3.579,1077.0,27.1,1.67,106.7,65.3,59.3,200.8,5.48,2.196,2025-11-13 07:13:40,3527.0,11.23,16.05,37.43,113.4,A
2025-11-13 08:50:40,43.5,2,B,141.7,3234.4,4.825,1063.6,25.91,1.68,107.7,67.6,58.5,197.6,3.79,1.644,2025-11-13 08:50:40,3511.0,10.98,15.24,38.23,106.9,B
2025-11-13 10:44:40,43.6,1,B,140.4,3229.0,3.77,1046.6,25.34,1.81,105.3,64.7,57.0,193.8,4.7,1.71,2025-11-13 10:44:40,3493.0,10.79,17.89,37.59,111.4,B
2025-11-13 16:48:50,43.8,2,B,145.1,3197.0,4.375,1050.1,26.2,1.91,104.3,65.8,66.0,207.1,5.02,2.302,2025-11-13 16:48:50,3499.0,11.09,15.62,36.77,110.4,B
2025-11-13 18:02:10,43.9,3,B,141.0,3220.1,4.586,1055.5,27.23,1.95,106.2,67.3,58.1,202.0,4.51,1.626,2025-11-13 18:02:10,3480.0,11.13,15.46,38.08,112.0,B
2025-11-13 18:48:00,43.9,3,B,140.3,3192.2,3.163,1062.4,26.9,1.84,106.2,65.5,65.2,204.3,4.94,2.237,2025-11-13 18:48:00,3461.0,10.92,14.95,38.23,112.3,B
2025-11-13 21:20:50,44.0,1,A,141.7,3055.6,4.203,1050.8,26.98,1.93,106.2,65.8,57.1,194.9,4.7,1.792,2025-11-13 21:20:50,3477.0,10.19,16.16,39.65,111.4,B
2025-11-13 21:59:50,44.1,2,A,136.1,3121.0,3.892,1058.5,22.27,1.94,106.2,64.3,63.0,198.5,4.76,1.975,2025-11-13 21:59:50,3504.0,9.81,15.89,39.56,111.0,A
2025-11-13 22:05:30,44.1,3,A,137.5,3086.3,4.231,1054.9,25.53,2.0,106.2,61.2,58.2,205.4,5.19,2.184,2025-11-13 22:05:30,3560.0,9.57,16.51,39.05,111.5,A
2025-11-13 22:43:10,44.1,1,A,144.2,3080.1,4.206,1077.0,25.4,1.78,106.2,66.9,50.0,210.2,5.43,1.842,2025-11-13 22:43:10,3607.0,10.59,16.3,38.32,112.6,A
2025-11-14 03:38:00,44.3,2,A,140.8,3106.4,4.457,1068.0,28.64,1.92,106.2,64.9,52.0,199.4,2.85,1.932,2025-11-14 03:38:00,3505.0,10.29,12.79,39.25,111.7,A
2025-11-14 05:25:40,44.4,1,A,138.8,3112.3,4.366,1068.5,29.14,1.72,106.2,65.9,52.9,203.4,6.08,1.72,2025-11-14 05:25:40,3573.0,7.23,16.43,38.06,112.7,A
2025-11-14 09:43:50,44.5,2,A,138.4,3076.5,4.001,1064.8,27.04,2.45,106.2,63.3,58.8,205.9,4.04,1.079,2025-11-14 09:43:50,3454.0,10.23,16.18,39.38,113.7,B
2025-11-14 11:24:00,44.6,1,A,137.3,3009.3,4.376,1062.6,26.67,1.48,106.2,64.8,60.8,202.1,2.22,1.056,2025-11-14 11:24:00,3525.0,10.28,16.88,39.61,111.6,A
2025-11-14 11:56:00,44.6,2,A,152.4,3043.3,5.208,1069.3,26.74,2.05,106.2,64.9,54.6,207.0,4.54,1.807,2025-11-14 11:56:00,3530.0,10.01,17.26,39.6,110.2,B
2025-11-14 12:37:00,44.7,3,A,138.7,3009.9,4.87,1049.6,27.45,1.86,106.2,63.3,62.6,200.5,4.19,1.94,2025-11-14 12:37:00,3501.0,9.78,15.94,37.08,112.6,B
2025-11-14 13:33:50,44.7,3,A,137.0,3094.3,4.661,1055.6,28.53,1.97,106.2,65.9,58.1,199.4,5.11,2.331,2025-11-14 13:33:50,3566.0,10.12,16.07,39.22,113.7,B
2025-11-14 14:00:00,44.7,3,A,137.5,3086.6,2.91,1069.1,25.87,1.95,106.2,64.6,56.5,201.3,4.63,2.048,2025-11-14 14:00:00,3537.0,10.26,14.58,38.93,113.7,A
2025-11-14 16:00:10,44.8,2,A,139.3,3109.6,3.31,1088.2,28.77,2.0,101.3,65.6,59.6,203.5,5.8,2.029,2025-11-14 16:00:10,3611.0,10.31,15.97,38.16,107.4,A
2025-11-14 17:13:40,44.8,3,A,142.8,3264.0,4.191,1077.5,25.16,2.14,104.3,64.3,58.5,202.1,3.24,1.895,2025-11-14 17:13:40,3490.0,10.24,16.68,38.52,110.0,B
2025-11-15 04:41:20,45.3,1,A,136.5,3119.9,4.483,1065.3,27.9,1.86,103.9,65.0,48.9,210.9,4.62,1.805,2025-11-15 04:41:20,3526.0,10.19,15.86,39.3,109.7,A
2025-11-15 06:14:20,45.4,2,A,146.1,3087.7,4.252,1065.5,26.83,2.15,111.8,65.5,59.7,196.8,4.36,1.597,2025-11-15 06:14:20,3578.0,10.88,16.19,38.44,114.2,A
2025-11-15 07:57:00,45.5,2,A,146.6,3084.0,4.836,1067.7,28.1,2.2,104.9,61.2,57.7,208.0,4.41,1.825,2025-11-15 07:57:00,3553.0,10.58,16.18,38.72,111.2,B
2025-11-15 09:41:20,45.5,1,A,140.5,3133.0,4.575,1083.6,28.65,1.93,103.5,62.9,56.3,204.0,4.3,1.483,2025-11-15 09:41:20,3561.0,10.59,16.21,39.0,110.2,B
2025-11-15 09:51:20,45.5,3,A,138.5,3138.5,4.362,1099.2,25.02,1.93,107.2,63.5,58.2,199.6,4.7,1.65,2025-11-15 09:51:20,3454.0,10.58,15.97,38.58,114.0,B
2025-11-15 10:35:20,45.6,1,A,134.9,3098.4,5.063,1074.2,28.68,2.08,105.1,64.1,60.6,192.8,4.17,1.549,2025-11-15 10:35:20,3522.0,9.87,16.68,39.63,111.4,B
2025-11-15 15:12:10,45.7,3,A,140.2,3074.1,4.76,1047.7,27.79,1.94,101.9,59.5,51.8,199.8,3.75,1.63,2025-11-15 15:12:10,3562.0,10.93,16.19,38.82,108.2,B
2025-11-15 16:04:30,45.8,1,A,134.8,3054.3,4.285,1054.6,28.11,2.02,103.1,62.1,53.7,196.0,6.05,1.633,2025-11-15 16:04:30,3530.0,9.83,16.82,38.91,109.2,A
2025-11-15 17:17:00,45.8,1,A,139.0,3039.0,4.152,1053.1,26.83,1.92,101.0,59.6,59.9,205.5,3.28,1.829,2025-11-15 17:17:00,3545.0,10.77,16.64,38.55,103.2,A
2025-11-15 21:28:40,46.0,1,A,131.8,3087.2,4.986,1084.0,25.75,1.62,102.9,59.9,60.1,208.3,6.14,2.134,2025-11-15 21:28:40,3515.0,11.29,14.75,39.28,108.0,B
2025-11-16 00:15:30,46.1,1,A,138.1,3091.6,4.628,1070.9,27.22,2.01,104.1,59.9,56.8,204.1,5.03,1.798,2025-11-16 00:15:30,3631.0,10.6,16.36,39.21,109.6,B
2025-11-16 02:23:00,46.2,1,A,143.5,3092.2,3.875,1063.2,28.24,1.97,102.8,58.2,53.7,203.6,4.68,1.296,2025-11-16 02:23:00,3565.0,9.91,15.84,38.12,112.3,A
2025-11-16 10:49:00,46.5,1,A,132.5,3078.9,3.5,1052.5,28.17,1.95,101.1,60.8,55.2,197.1,5.46,1.59,2025-11-16 10:49:00,3499.0,10.78,15.82,38.3,107.8,B
2025-11-16 12:35:30,46.6,2,A,141.5,3083.7,3.849,1069.1,28.99,1.85,101.1,63.7,50.4,208.1,3.9,1.527,2025-11-16 12:35:30,3530.0,11.04,16.34,37.93,101.3,A
