ts_dcs,ts_qcs,day,shift,grade_running,grade,headbox_pressure_kPa,approach_flow_lpm,fan_pump_speed_rpm,white_water_consistency_pct,retention_aid_dosage_ppm,slice_opening_mm,machine_speed_mmin,stock_temp_C,jet_to_wire_ratio,vacuum_pump1_kPa,vacuum_pump2_kPa,cd_basis_weight_cv_pct,formation_index,ash_content_pct,strength_rel_pct,defect_grade,defect_grade_numeric
2025-11-17 14:53:15,2025-11-17 14:53:15,45.8,1,GSM80,GSM80,22.17,4046.0,904.0,1.06,242.9,7.43,1360.0,40.6,1.001,53.4,45.2,1.916,5.94,26.0,97.1,B,2
2025-11-17 14:55:15,2025-11-17 14:55:15,45.8,1,GSM80,GSM80,21.38,4034.0,924.3,1.005,235.0,8.46,1314.5,40.5,1.046,52.7,53.4,2.051,5.86,27.3,97.2,B,2
2025-11-17 14:57:15,2025-11-17 14:57:15,45.8,2,GSM80,GSM80,21.83,4022.0,914.2,1.04,218.7,8.33,1328.3,40.6,1.037,47.1,44.5,1.949,5.73,23.01,98.5,B,2
2025-11-17 14:59:45,2025-11-17 14:59:45,45.8,2,GSM80,GSM80,22.16,4011.0,907.8,0.927,218.2,8.5,1319.4,40.2,1.061,50.9,49.6,2.259,6.05,23.34,96.7,B,2
2025-11-17 16:16:00,2025-11-17 16:16:00,45.9,1,GSM100,GSM100,25.76,4530.0,908.3,1.092,250.1,9.54,1504.2,44.1,1.005,51.0,39.9,2.279,5.81,27.58,93.3,B,2
2025-11-17 16:19:00,2025-11-17 16:19:00,45.9,1,GSM100,GSM100,25.07,4448.0,911.0,0.976,252.2,10.16,1506.7,41.0,1.009,46.4,45.8,2.122,5.72,27.46,94.1,B,2
2025-11-17 16:29:15,2025-11-17 16:29:15,45.9,1,GSM100,GSM100,26.09,4471.0,902.7,1.079,237.2,10.14,1511.4,41.3,0.99,48.5,39.8,1.969,5.41,28.13,96.6,B,2
2025-11-17 17:34:15,2025-11-17 17:34:15,45.9,2,GSM100,GSM100,25.58,4503.0,907.7,1.067,221.7,9.4,1504.6,41.2,1.065,57.3,47.9,2.079,5.6,22.95,98.1,B,2
2025-11-17 17:42:30,2025-11-17 17:42:30,45.9,1,GSM100,GSM100,25.7,4588.0,919.7,0.984,228.2,10.44,1514.4,41.8,1.046,48.2,45.9,2.103,5.49,22.27,94.6,C,1
2025-11-17 17:44:30,2025-11-17 17:44:30,45.9,2,GSM100,GSM100,25.65,4500.0,918.4,1.11,257.9,9.95,1506.4,41.4,1.034,51.4,44.4,2.506,5.85,27.96,93.4,B,2
2025-11-17 17:59:30,2025-11-17 17:59:30,45.9,1,GSM100,GSM100,25.5,4502.0,909.3,1.096,244.9,9.18,1504.8,42.8,1.03,45.2,47.3,2.751,5.78,27.41,94.0,B,2
2025-11-17 18:11:00,2025-11-17 18:11:00,46.0,1,GSM100,GSM100,25.6,4650.0,912.3,1.088,231.8,9.54,1498.1,43.1,1.053,52.4,51.1,1.842,4.87,28.6,95.6,B,2
2025-11-17 18:48:00,2025-11-17 18:48:00,46.0,1,GSM100,GSM100,24.96,4442.0,906.1,1.035,226.6,10.26,1509.7,43.4,1.04,48.7,45.6,2.575,5.69,26.58,100.3,B,2
2025-11-17 19:27:45,2025-11-17 19:27:45,46.0,2,GSM120,GSM120,29.55,5113.0,910.7,1.071,245.2,12.74,1717.6,42.4,1.11,59.4,47.6,2.281,6.11,25.87,93.0,B,2
2025-11-17 20:42:15,2025-11-17 20:42:15,46.1,1,GSM120,GSM120,29.69,5107.0,906.7,1.019,219.4,10.43,1690.9,44.2,1.002,49.8,45.3,2.18,5.78,27.75,96.1,B,2
2025-11-17 21:14:15,2025-11-17 21:14:15,46.1,1,GSM120,GSM120,29.2,5025.0,912.3,1.097,232.3,11.52,1702.5,45.2,0.952,50.5,54.8,2.297,5.28,25.13,96.5,C,1
2025-11-17 21:16:00,2025-11-17 21:16:00,46.1,2,GSM120,GSM120,29.68,5143.0,912.9,1.121,226.3,11.6,1699.2,44.0,1.015,47.3,49.7,1.995,5.35,26.24,95.8,B,2
2025-11-17 21:22:30,2025-11-17 21:22:30,46.1,1,GSM120,GSM120,29.27,5147.0,909.2,1.049,234.8,11.34,1701.9,44.6,1.07,57.9,52.1,2.405,5.63,27.5,93.3,B,2
2025-11-17 21:28:30,2025-11-17 21:28:30,46.1,1,GSM120,GSM120,29.44,5107.0,912.3,1.118,235.6,10.54,1713.5,44.3,1.009,58.5,40.7,2.384,5.58,26.77,97.0,B,2
2025-11-17 23:44:15,2025-11-17 23:44:15,46.2,2,GSM80,GSM80,22.26,3973.0,906.1,1.106,238.9,8.34,1325.9,46.0,1.071,56.7,51.8,1.847,5.71,25.1,94.6,B,2
2025-11-18 00:23:30,2025-11-18 00:23:30,46.2,1,GSM100,GSM100,25.69,4498.0,903.6,0.981,244.1,9.38,1524.3,46.2,1.017,50.6,48.2,2.054,5.12,30.09,97.1,C,1
2025-11-18 01:18:30,2025-11-18 01:18:30,46.2,1,GSM100,GSM100,25.73,4482.0,912.7,1.02,222.4,8.79,1509.8,46.2,1.026,56.9,43.8,1.545,5.41,29.84,97.7,B,2
2025-11-18 02:58:30,2025-11-18 02:58:30,46.3,2,GSM100,GSM100,25.39,4501.0,904.8,1.03,251.4,9.59,1553.5,44.6,1.034,59.5,52.8,2.188,5.6,24.78,93.3,B,2
2025-11-18 03:23:00,2025-11-18 03:23:00,46.3,2,GSM100,GSM100,25.27,4523.0,908.9,1.142,227.7,9.55,1478.2,45.6,0.963,51.6,44.3,1.892,5.98,22.41,96.4,B,2
2025-11-18 04:12:45,2025-11-18 04:12:45,46.4,1,GSM100,GSM100,25.67,4500.0,906.7,1.057,231.7,9.51,1510.3,45.0,1.073,57.5,55.8,2.126,6.05,28.54,97.9,B,2
2025-11-18 04:43:15,2025-11-18 04:43:15,46.4,1,GSM100,GSM100,25.62,4507.0,899.6,1.149,231.1,10.43,1513.4,44.4,1.046,51.7,50.3,1.781,5.89,26.45,96.3,B,2
2025-11-18 05:16:45,2025-11-18 05:16:45,46.4,2,GSM120,GSM120,30.36,5094.0,906.6,1.121,248.3,11.89,1690.2,44.9,1.023,53.3,54.0,2.305,5.8,24.64,98.7,B,2
2025-11-18 06:34:45,2025-11-18 06:34:45,46.4,2,GSM120,GSM120,30.29,5134.0,911.4,1.263,239.4,11.71,1668.3,43.5,1.036,44.4,52.3,2.368,5.51,23.08,95.8,B,2
2025-11-18 07:31:15,2025-11-18 07:31:15,46.5,2,GSM120,GSM120,29.94,5113.0,909.7,1.072,251.4,10.98,1697.0,40.3,1.049,50.7,40.2,2.006,5.79,24.15,94.0,B,2
2025-11-18 07:46:00,2025-11-18 07:46:00,46.5,2,GSM120,GSM120,29.76,5099.0,918.8,1.114,232.3,10.06,1717.4,42.7,1.024,48.9,51.3,2.305,5.94,21.5,94.1,B,2
2025-11-18 08:25:00,2025-11-18 08:25:00,46.5,1,GSM120,GSM120,29.55,5120.0,911.4,1.035,224.8,11.41,1701.5,41.6,1.04,55.3,47.7,2.566,5.97,26.63,94.7,B,2
2025-11-18 10:11:45,2025-11-18 10:11:45,46.6,1,GSM80,GSM80,22.05,4043.0,907.6,1.001,239.0,8.97,1307.2,40.8,1.051,58.0,41.8,1.661,5.5,26.62,94.4,B,2
2025-11-18 13:08:30,2025-11-18 13:08:30,46.7,1,GSM80,GSM80,22.26,3955.0,918.0,1.054,235.0,8.49,1325.6,40.1,1.033,50.0,43.8,1.888,5.92,25.13,94.5,B,2
2025-11-18 13:39:45,2025-11-18 13:39:45,46.7,1,GSM80,GSM80,22.56,4022.0,916.4,1.087,219.7,8.35,1298.6,40.4,0.983,55.0,49.4,2.084,5.8,24.68,94.9,B,2
2025-11-18 14:17:45,2025-11-18 14:17:45,46.7,1,GSM100,GSM100,25.3,4494.0,921.1,1.118,237.2,9.4,1512.0,39.7,0.976,55.7,51.9,2.057,6.16,22.35,94.8,B,2
2025-11-18 15:47:45,2025-11-18 15:47:45,46.8,2,GSM100,GSM100,25.8,4538.0,922.2,0.955,238.6,9.28,1493.4,39.2,1.012,54.5,45.9,2.218,5.87,26.16,95.2,B,2
2025-11-18 17:23:45,2025-11-18 17:23:45,46.9,2,GSM120,GSM120,29.48,5115.0,918.3,1.098,230.7,11.4,1694.2,40.7,1.003,56.7,49.2,2.397,5.9,21.91,95.0,B,2
2025-11-18 18:10:00,2025-11-18 18:10:00,46.9,1,GSM120,GSM120,29.59,5160.0,913.3,1.143,256.1,11.71,1694.8,41.0,1.027,54.7,46.7,2.252,5.49,22.14,96.7,C,1
2025-11-18 19:41:45,2025-11-18 19:41:45,47.0,1,GSM120,GSM120,29.83,5116.0,912.4,1.07,232.9,10.37,1699.7,40.6,1.016,51.6,54.8,1.831,5.89,19.9,96.2,B,2
2025-11-18 20:15:00,2025-11-18 20:15:00,47.0,1,GSM80,GSM80,22.53,3991.0,908.6,1.038,249.1,8.66,1325.4,41.6,0.97,49.3,53.8,1.731,5.84,25.8,95.0,B,2
2025-11-18 20:31:00,2025-11-18 20:31:00,47.0,1,GSM80,GSM80,22.33,3991.0,917.7,1.135,226.5,8.61,1316.8,41.7,1.054,57.2,57.2,1.829,5.73,27.05,98.3,B,2
2025-11-18 20:42:45,2025-11-18 20:42:45,47.0,2,GSM80,GSM80,22.81,3992.0,898.6,1.107,250.8,9.03,1319.6,43.2,0.981,50.6,48.9,2.054,5.87,25.21,95.6,B,2
2025-11-18 21:10:15,2025-11-18 21:10:15,47.0,1,GSM80,GSM80,21.89,4002.0,915.4,1.06,226.2,9.04,1316.7,43.0,1.033,59.1,56.0,1.841,5.7,25.73,96.4,B,2
2025-11-18 21:34:15,2025-11-18 21:34:15,47.0,2,GSM80,GSM80,22.24,4043.0,916.1,1.02,248.0,9.14,1322.7,44.8,1.032,56.0,55.9,1.966,5.6,24.92,97.3,B,2
2025-11-18 23:15:45,2025-11-18 23:15:45,47.1,1,GSM100,GSM100,25.92,4518.0,917.2,1.146,231.4,10.63,1504.1,44.9,0.986,62.2,57.6,2.169,5.85,24.99,97.8,B,2
2025-11-18 23:21:45,2025-11-18 23:21:45,47.1,1,GSM100,GSM100,25.83,4492.0,902.0,1.088,236.5,9.91,1517.1,45.2,0.985,46.5,48.6,1.997,5.8,26.41,97.6,B,2
2025-11-18 23:35:45,2025-11-18 23:35:45,47.1,2,GSM100,GSM100,25.87,4551.0,921.2,1.077,235.9,10.6,1506.2,44.3,0.975,43.1,57.1,1.82,5.58,23.22,95.0,B,2
2025-11-18 23:44:45,2025-11-18 23:44:45,47.1,1,GSM100,GSM100,25.61,4495.0,904.5,0.984,253.7,10.24,1510.3,46.1,1.038,51.1,55.2,3.138,5.84,26.04,100.7,B,2
2025-11-19 00:01:15,2025-11-19 00:01:15,47.1,1,GSM100,GSM100,25.55,4546.0,905.5,1.144,238.6,9.71,1489.3,43.8,1.035,56.8,38.5,2.684,5.68,23.45,93.9,B,2
2025-11-19 00:05:00,2025-11-19 00:05:00,47.1,1,GSM100,GSM100,25.96,4500.0,907.4,1.127,256.3,9.84,1510.2,45.0,0.999,51.5,53.6,2.083,5.7,22.53,92.6,B,2
2025-11-19 00:07:00,2025-11-19 00:07:00,47.1,2,GSM100,GSM100,25.07,4539.0,920.2,1.061,229.5,9.79,1512.4,44.6,1.005,47.2,43.3,2.668,5.45,25.36,98.1,C,1
2025-11-19 00:45:00,2025-11-19 00:45:00,47.2,1,GSM100,GSM100,26.32,4534.0,915.3,1.131,231.6,10.13,1516.0,44.8,1.015,41.7,44.8,1.987,5.62,25.96,95.8,B,2
2025-11-19 01:36:00,2025-11-19 01:36:00,47.2,2,GSM120,GSM120,30.23,5113.0,909.6,1.101,221.6,12.01,1698.0,45.9,1.059,60.7,49.5,2.546,9.5,24.73,95.3,B,2
2025-11-19 01:55:15,2025-11-19 01:55:15,47.2,1,GSM120,GSM120,29.28,5041.0,905.0,1.009,241.8,11.8,1698.8,45.5,0.98,45.6,51.8,2.373,5.76,24.54,95.0,B,2
2025-11-19 01:57:45,2025-11-19 01:57:45,47.2,1,GSM120,GSM120,31.46,5083.0,911.0,1.052,240.3,10.55,1676.1,45.3,1.016,56.4,45.1,1.947,5.51,27.45,99.5,B,2
2025-11-19 02:21:30,2025-11-19 02:21:30,47.2,2,GSM120,GSM120,30.32,5105.0,913.9,1.039,241.1,10.4,1695.6,45.4,1.003,59.3,50.6,2.487,5.71,23.76,95.8,B,2
2025-11-19 03:57:45,2025-11-19 03:57:45,47.3,2,GSM120,GSM120,30.1,5134.0,903.3,1.096,242.7,12.6,1701.3,45.2,1.005,57.3,51.0,1.68,5.71,21.16,96.2,B,2
2025-11-19 04:07:45,2025-11-19 04:07:45,47.3,1,GSM120,GSM120,30.36,5122.0,915.1,1.109,239.2,11.32,1697.3,45.4,0.988,56.8,43.1,1.848,5.59,26.05,94.6,B,2
2025-11-19 06:36:00,2025-11-19 06:36:00,47.4,1,GSM80,GSM80,20.96,4036.0,911.5,0.971,245.5,8.34,1314.9,44.0,1.024,47.9,52.6,2.0,5.69,25.77,96.7,B,2
2025-11-19 07:22:30,2025-11-19 07:22:30,47.4,1,GSM80,GSM80,22.25,4029.0,907.3,1.207,234.8,8.4,1323.3,43.7,0.938,60.7,54.7,1.973,5.8,24.09,96.4,B,2
2025-11-19 07:30:30,2025-11-19 07:30:30,47.4,2,GSM80,GSM80,22.33,4011.0,912.6,1.223,227.5,8.36,1317.4,43.4,1.042,47.4,45.1,1.63,5.7,22.34,97.1,B,2
2025-11-19 09:12:45,2025-11-19 09:12:45,47.5,1,GSM80,GSM80,22.59,3978.0,901.2,1.055,232.0,9.2,1302.5,42.6,1.038,53.0,51.0,1.843,5.67,27.15,97.1,B,2
2025-11-19 10:28:00,2025-11-19 10:28:00,47.6,1,GSM100,GSM100,25.0,4573.0,911.3,1.062,250.4,9.47,1501.7,40.8,0.984,57.2,44.3,2.082,5.76,21.58,95.0,B,2
2025-11-19 10:41:15,2025-11-19 10:41:15,47.6,2,GSM100,GSM100,25.79,4553.0,909.0,0.927,243.2,9.24,1520.6,41.7,1.009,52.9,51.0,1.804,5.64,25.99,92.7,B,2
2025-11-19 10:51:15,2025-11-19 10:51:15,47.6,2,GSM100,GSM100,25.83,4513.0,921.0,1.071,237.6,9.28,1501.1,41.1,1.025,55.7,54.0,2.143,5.75,24.28,92.1,B,2
2025-11-19 10:59:45,2025-11-19 10:59:45,47.6,2,GSM100,GSM100,25.86,4517.0,918.6,1.092,229.4,9.69,1516.2,41.0,1.022,54.9,40.2,2.192,5.8,24.31,93.2,B,2
2025-11-19 12:14:30,2025-11-19 12:14:30,47.6,2,GSM100,GSM100,26.2,4549.0,899.7,0.991,235.8,9.31,1503.7,38.6,1.022,50.7,63.8,2.437,5.97,23.89,95.6,B,2
2025-11-19 13:43:45,2025-11-19 13:43:45,47.7,2,GSM120,GSM120,30.4,5096.0,914.2,1.104,230.0,11.71,1699.0,39.5,0.998,50.1,49.3,2.335,5.57,28.44,93.6,B,2
2025-11-19 13:49:30,2025-11-19 13:49:30,47.7,2,GSM120,GSM120,30.05,5093.0,920.5,1.18,235.0,11.72,1695.8,39.1,1.006,54.2,41.0,2.84,5.61,22.41,95.5,B,2
2025-11-19 15:01:45,2025-11-19 15:01:45,47.7,1,GSM120,GSM120,30.57,5018.0,914.3,1.086,244.6,11.66,1705.5,39.3,1.043,53.3,23.9,2.157,5.45,21.94,90.3,C,1
2025-11-19 16:43:00,2025-11-19 16:43:00,47.8,1,GSM80,GSM80,22.5,4009.0,908.1,1.054,249.9,9.02,1339.2,39.8,1.025,48.7,54.0,1.531,5.66,23.26,97.8,B,2
2025-11-19 17:09:30,2025-11-19 17:09:30,47.8,2,GSM80,GSM80,22.76,3983.0,915.9,1.078,234.3,8.46,1334.2,40.7,1.073,53.8,49.3,2.115,5.55,26.89,97.3,B,2
2025-11-19 18:02:30,2025-11-19 18:02:30,47.9,1,GSM80,GSM80,22.54,4032.0,911.9,1.137,264.7,7.78,1319.1,35.0,0.998,58.2,51.2,1.438,5.8,24.69,99.7,B,2
2025-11-19 18:43:15,2025-11-19 18:43:15,47.9,2,GSM80,GSM80,22.4,3909.0,907.5,1.088,238.8,8.52,1325.0,40.2,1.022,52.4,53.2,1.976,5.24,24.8,94.5,B,2
2025-11-19 19:40:45,2025-11-19 19:40:45,47.9,1,GSM80,GSM80,22.6,4050.0,916.3,1.084,248.2,8.56,1344.3,40.8,1.035,56.2,51.6,2.44,5.64,24.29,95.2,B,2
2025-11-19 19:46:45,2025-11-19 19:46:45,47.9,1,GSM80,GSM80,22.83,3971.0,920.3,1.052,248.0,7.43,1318.2,41.2,0.979,46.5,48.5,2.08,5.74,25.53,97.8,B,2
2025-11-19 20:49:15,2025-11-19 20:49:15,48.0,2,GSM80,GSM80,22.99,3999.0,911.4,1.058,232.8,8.54,1322.8,43.1,0.966,56.0,50.9,2.134,5.56,22.09,97.3,B,2
2025-11-19 20:59:15,2025-11-19 20:59:15,48.0,2,GSM80,GSM80,22.55,3963.0,916.7,1.038,249.6,7.99,1320.2,42.2,1.067,55.7,43.8,2.275,4.94,27.04,91.5,C,1
2025-11-19 21:56:00,2025-11-19 21:56:00,48.0,1,GSM100,GSM100,25.82,4469.0,913.7,1.112,241.5,9.67,1483.6,43.0,1.018,59.4,49.9,2.558,5.37,26.32,97.8,C,1
2025-11-19 22:18:45,2025-11-19 22:18:45,48.0,1,GSM100,GSM100,26.06,4447.0,914.4,1.145,241.8,10.33,1512.1,43.0,1.019,47.0,47.9,2.45,5.81,23.72,96.5,B,2
2025-11-19 22:35:00,2025-11-19 22:35:00,48.0,2,GSM100,GSM100,26.04,4437.0,913.1,1.131,241.5,10.52,1509.7,43.0,1.011,64.9,46.8,2.421,5.56,21.92,92.9,B,2
2025-11-19 23:45:30,2025-11-19 23:45:30,48.1,1,GSM100,GSM100,25.43,4453.0,919.0,1.019,243.6,9.96,1507.5,44.6,1.023,51.5,40.9,2.099,4.51,26.29,94.6,C,1
2025-11-20 00:03:30,2025-11-20 00:03:30,48.1,2,GSM100,GSM100,26.44,4447.0,913.4,1.12,244.5,9.65,1517.3,43.2,1.054,50.4,38.3,1.97,5.24,25.22,93.1,B,2
2025-11-20 00:05:30,2025-11-20 00:05:30,48.1,2,GSM100,GSM100,26.79,4527.0,918.7,1.116,248.7,9.07,1511.4,44.2,1.011,52.6,53.0,2.166,5.74,22.8,93.9,B,2
2025-11-20 00:27:00,2025-11-20 00:27:00,48.1,2,GSM100,GSM100,26.28,4577.0,914.5,1.203,239.9,9.57,1519.2,44.8,1.065,47.9,44.7,2.419,5.85,26.26,97.5,B,2
2025-11-20 00:40:15,2025-11-20 00:40:15,48.1,1,GSM100,GSM100,26.19,4505.0,905.2,1.065,231.5,9.9,1518.1,44.3,1.002,52.2,43.5,2.099,5.81,23.56,93.8,B,2
2025-11-20 00:47:00,2025-11-20 00:47:00,48.1,2,GSM100,GSM100,26.25,4519.0,913.0,1.129,248.3,9.61,1526.3,43.1,1.004,49.0,51.0,2.016,6.07,25.4,93.8,B,2
2025-11-20 01:19:00,2025-11-20 01:19:00,48.1,2,GSM100,GSM100,26.32,4500.0,910.8,1.057,228.4,10.55,1452.2,44.3,1.091,60.6,47.6,2.185,5.36,29.17,92.4,C,1
2025-11-20 02:05:00,2025-11-20 02:05:00,48.2,2,GSM100,GSM100,26.71,4501.0,919.4,1.062,236.0,10.28,1506.1,45.5,0.993,45.4,52.8,2.159,5.42,24.16,89.5,C,1
2025-11-20 02:11:00,2025-11-20 02:11:00,48.2,1,GSM120,GSM120,30.67,5091.0,913.1,1.029,243.5,11.27,1697.7,44.1,1.033,49.5,64.6,2.433,5.66,27.38,95.0,B,2
2025-11-20 02:46:00,2025-11-20 02:46:00,48.2,1,GSM120,GSM120,30.32,5076.0,912.4,1.031,254.4,11.01,1721.7,45.2,1.006,51.4,49.9,2.473,5.17,22.83,94.6,C,1
2025-11-20 02:54:00,2025-11-20 02:54:00,48.2,2,GSM120,GSM120,30.67,5360.0,918.0,1.094,247.4,11.16,1699.9,44.5,1.006,43.9,48.0,2.32,5.31,22.62,95.9,C,1
2025-11-20 03:04:15,2025-11-20 03:04:15,48.2,1,GSM120,GSM120,30.48,5021.0,914.2,1.115,224.6,11.54,1703.1,46.0,0.994,55.3,60.0,2.344,5.38,25.16,92.3,C,1
2025-11-20 03:06:15,2025-11-20 03:06:15,48.2,1,GSM120,GSM120,30.16,5111.0,914.9,1.072,258.5,11.31,1700.6,45.2,0.973,56.5,46.1,2.603,6.74,20.89,94.3,B,2
2025-11-20 03:26:30,2025-11-20 03:26:30,48.2,2,GSM120,GSM120,30.14,5076.0,920.3,1.103,233.4,11.87,1682.9,44.9,1.013,48.2,41.5,2.785,5.91,24.99,96.0,B,2
2025-11-20 03:42:30,2025-11-20 03:42:30,48.2,2,GSM120,GSM120,30.3,5026.0,908.1,1.057,242.2,11.73,1732.9,45.4,1.058,42.3,42.3,2.263,5.79,24.48,95.6,B,2
2025-11-20 03:48:45,2025-11-20 03:48:45,48.2,2,GSM120,GSM120,30.65,5109.0,916.7,1.005,222.0,11.7,1707.4,45.1,1.09,57.0,54.1,2.454,5.76,23.14,97.4,B,2
2025-11-20 04:23:15,2025-11-20 04:23:15,48.3,1,GSM120,GSM120,30.51,5166.0,915.6,1.027,237.0,12.09,1724.0,45.4,0.989,44.0,61.8,2.298,5.39,23.33,94.7,C,1
2025-11-20 07:49:15,2025-11-20 07:49:15,48.4,2,GSM80,GSM80,22.68,4049.0,906.3,0.998,240.2,8.83,1318.3,43.6,0.968,47.2,54.4,1.918,6.21,26.39,94.6,B,2
2025-11-20 07:54:45,2025-11-20 07:54:45,48.4,2,GSM80,GSM80,22.61,4009.0,909.9,1.065,240.3,7.64,1327.1,44.4,1.034,48.0,50.6,2.537,5.34,29.46,93.5,C,1
2025-11-20 08:42:45,2025-11-20 08:42:45,48.4,1,GSM80,GSM80,22.81,4165.0,913.1,1.081,239.8,8.25,1319.3,43.8,1.031,62.1,45.3,2.131,5.43,26.17,94.1,C,1
2025-11-20 09:22:45,2025-11-20 09:22:45,48.5,1,GSM80,GSM80,23.03,4044.0,907.7,1.093,249.5,8.43,1332.2,43.4,0.992,55.7,49.6,1.774,5.23,25.78,98.8,B,2
2025-11-20 09:42:45,2025-11-20 09:42:45,48.5,1,GSM80,GSM80,22.91,3955.0,909.8,0.913,228.7,9.18,1314.3,41.0,0.986,64.4,55.6,2.343,5.55,24.35,95.0,B,2
2025-11-20 10:06:00,2025-11-20 10:06:00,48.5,2,GSM100,GSM100,26.5,4467.0,913.2,1.082,251.8,9.52,1514.1,42.4,1.007,60.0,44.6,2.423,5.86,21.42,96.9,B,2
2025-11-20 10:15:00,2025-11-20 10:15:00,48.5,1,GSM100,GSM100,26.51,4559.0,917.7,1.082,242.3,9.42,1524.7,42.4,1.04,49.6,51.8,1.87,5.71,23.49,95.4,B,2
2025-11-20 10:46:15,2025-11-20 10:46:15,48.5,2,GSM100,GSM100,26.49,4504.0,919.5,1.041,237.9,10.49,1514.1,41.7,1.053,53.7,51.2,1.881,5.5,24.52,92.5,B,2
2025-11-20 11:50:15,2025-11-20 11:50:15,48.6,2,GSM100,GSM100,25.93,4636.0,922.7,1.069,250.8,10.78,1502.0,41.0,1.005,54.0,51.7,1.871,5.64,27.28,93.8,B,2
2025-11-20 12:47:45,2025-11-20 12:47:45,48.6,1,GSM100,GSM100,26.75,4524.0,913.0,1.104,247.6,9.46,1506.1,39.6,0.983,49.7,47.7,2.058,6.04,27.94,93.4,B,2
2025-11-20 14:34:00,2025-11-20 14:34:00,48.7,2,GSM120,GSM120,31.06,5298.0,914.3,1.099,258.8,10.5,1652.0,38.8,1.027,56.4,43.3,2.59,6.05,23.89,93.1,B,2
2025-11-20 14:36:00,2025-11-20 14:36:00,48.7,2,GSM120,GSM120,30.68,5096.0,915.0,0.971,247.5,10.8,1702.1,39.5,1.037,47.1,38.3,2.717,5.71,19.29,94.7,B,2
2025-11-20 14:40:00,2025-11-20 14:40:00,48.7,1,GSM120,GSM120,30.73,5136.0,905.5,1.151,235.5,11.64,1718.9,39.4,1.059,43.8,66.7,2.306,5.87,24.58,92.8,B,2
2025-11-20 17:46:15,2025-11-20 17:46:15,48.8,1,GSM80,GSM80,23.05,4030.0,908.3,1.154,236.2,8.71,1354.3,38.8,1.071,54.7,55.5,2.035,5.38,23.95,96.1,C,1
2025-11-20 17:50:30,2025-11-20 17:50:30,48.8,2,GSM80,GSM80,23.24,4173.0,907.2,1.13,241.4,8.55,1336.4,39.5,1.033,59.0,41.9,2.198,5.08,30.31,88.7,C,1
2025-11-20 19:07:00,2025-11-20 19:07:00,48.8,1,GSM80,GSM80,23.17,3984.0,916.0,1.112,245.5,7.79,1329.5,39.8,1.054,51.6,33.8,2.629,5.77,28.51,97.1,B,2
2025-11-20 19:39:45,2025-11-20 19:39:45,48.9,2,GSM100,GSM100,26.88,4371.0,913.6,0.939,253.0,9.49,1540.6,38.9,1.013,57.2,47.8,2.015,4.85,24.88,96.6,C,1
2025-11-20 20:18:15,2025-11-20 20:18:15,48.9,2,GSM100,GSM100,26.0,4501.0,914.6,1.125,262.0,10.09,1504.1,40.0,1.039,52.9,46.1,2.512,5.63,25.18,91.4,B,2
2025-11-20 20:34:45,2025-11-20 20:34:45,48.9,1,GSM100,GSM100,26.87,4479.0,911.2,1.126,229.3,10.02,1521.7,40.2,1.035,45.2,44.8,2.526,5.26,24.36,93.9,C,1
2025-11-20 21:34:00,2025-11-20 21:34:00,48.9,2,GSM100,GSM100,26.56,4441.0,913.0,1.056,246.8,9.59,1509.5,40.2,0.991,43.2,48.8,2.359,6.03,28.38,97.6,B,2
2025-11-21 00:11:30,2025-11-21 00:11:30,49.0,2,GSM120,GSM120,31.29,5129.0,920.1,1.057,238.5,10.38,1698.2,42.9,0.988,56.6,49.0,1.925,5.0,22.85,99.0,B,2
2025-11-21 01:30:00,2025-11-21 01:30:00,49.1,1,GSM120,GSM120,30.89,5141.0,911.0,1.135,248.9,10.7,1679.1,43.7,1.046,49.1,46.2,2.448,6.05,22.53,93.3,B,2
2025-11-21 02:55:45,2025-11-21 02:55:45,49.1,2,GSM80,GSM80,23.19,4045.0,913.1,1.116,232.9,7.55,1315.6,44.6,0.97,51.6,55.2,2.173,5.34,26.76,94.8,C,1
2025-11-21 03:33:30,2025-11-21 03:33:30,49.2,1,GSM80,GSM80,23.05,4105.0,909.2,1.063,229.8,8.26,1303.1,44.0,1.019,46.7,51.0,1.819,5.54,22.52,92.7,B,2
2025-11-21 03:39:30,2025-11-21 03:39:30,49.2,2,GSM80,GSM80,23.37,3985.0,913.7,1.148,228.7,8.18,1305.6,44.4,1.023,48.7,53.6,2.598,5.12,27.15,96.6,C,1
2025-11-21 04:02:15,2025-11-21 04:02:15,49.2,2,GSM80,GSM80,23.25,4022.0,915.2,1.093,238.7,7.43,1324.5,43.8,0.995,48.5,43.1,2.108,5.29,23.8,96.7,C,1
2025-11-21 04:06:30,2025-11-21 04:06:30,49.2,1,GSM80,GSM80,23.18,4000.0,920.3,1.089,243.8,7.75,1320.4,44.8,0.989,52.0,42.8,1.802,5.5,27.96,95.3,B,2
2025-11-21 04:41:30,2025-11-21 04:41:30,49.2,1,GSM80,GSM80,23.44,4038.0,910.3,1.077,242.0,8.44,1318.9,44.5,0.992,59.3,44.8,2.177,5.87,21.54,96.3,B,2
2025-11-21 07:01:45,2025-11-21 07:01:45,49.3,1,GSM100,GSM100,27.01,4487.0,916.9,1.133,260.4,9.2,1492.8,44.7,0.988,55.8,56.9,2.106,5.61,27.42,96.3,B,2
